VALUE	ABB	AVL
1186728214	32	17
1778370609	40	15
774733386	34	16
1812531892	29	17
1644537358	43	16
1065573570	37	18
1677176741	34	17
1881759943	43	15
1532187234	42	18
1518014603	43	16
1062681433	39	18
1102875902	38	16
937782917	35	16
1528762615	40	18
1323111222	38	16
1099085389	38	16
86917563	41	16
1877194849	34	15
1451584079	42	16
371467012	33	16
1594307572	43	15
647673978	36	16
1000563923	36	16
1728677659	29	15
1287400115	37	17
928974510	37	16
416557345	33	16
1188698235	37	18
1355155990	42	17
1135122121	40	18
759841735	33	16
394400557	37	15
766009082	33	17
1534575121	41	17
59448801	44	16
263062792	35	14
452665043	30	15
1736625542	31	15
2144822735	30	16
1984852277	34	17
1107156497	35	18
1060020520	38	17
940244532	35	17
2044939414	28	16
441299488	35	15
115872106	36	16
996541156	37	17
528217051	33	16
1993066956	34	16
300641587	32	16
899684063	40	17
1439890880	47	17
948315566	43	18
1900247986	36	17
1021084891	38	17
88232033	44	15
681738849	38	17
1437642236	46	15
1276930268	33	16
2036894839	38	15
425280709	34	16
2036772003	40	16
283811748	35	15
1191289791	33	17
1423863477	40	17
343260549	41	16
1454352583	44	17
1876528520	36	17
2079886091	36	15
1451691671	42	16
1713897150	29	15
1039558941	43	18
364228543	32	16
506658034	37	17
937014707	36	16
805528031	32	17
622530140	41	16
1933555863	34	17
1333745082	40	17
468113448	37	17
86713803	43	16
85945498	39	16
1908004328	33	16
1035029369	35	18
1986193484	34	17
781605571	34	16
1123261402	37	18
520448685	35	17
71764159	43	17
252708022	41	15
409859877	31	15
497044868	33	15
141996378	40	16
693671625	42	16
1688334659	30	15
1565859855	38	16
1036932175	33	18
995203595	33	15
1294904727	38	16
969334618	36	17
299411618	34	17
861318229	37	16
2008893559	36	16
663640161	40	16
1367976263	35	15
798424619	34	18
1469168193	44	17
1990506404	41	16
584496834	34	16
655429627	33	17
311136204	31	17
671210637	39	17
741375125	34	18
71656885	44	17
1706240006	34	16
580084962	40	16
853262456	40	18
682017760	39	16
1100533647	37	17
925026616	40	16
934725783	39	16
1510393524	41	16
1422071484	36	17
1076722161	44	19
56581502	49	17
962922496	38	16
495098368	36	15
1093513677	39	17
1958126091	31	17
1790003095	40	16
2062848295	39	14
110054061	39	16
503837677	39	16
1924258207	32	16
773694222	32	16
1871813940	34	15
575199178	39	16
95378767	45	15
1714836696	29	17
1159696012	39	18
750808395	35	17
2025972901	35	16
1830906650	30	16
1492183520	43	16
2097629786	31	15
1389663008	39	15
2072268482	39	15
803408594	29	17
2071680769	37	15
1025318482	31	17
1728435210	32	16
858922904	31	17
388228358	35	16
1003023047	41	17
1935645065	33	16
444809860	37	15
1965945543	27	17
283259785	36	15
1538323537	38	17
1776587986	37	16
2073262880	35	15
1453688185	43	18
1886642047	37	16
429616909	38	15
1230462744	40	16
512852621	32	16
153947202	38	17
1805661922	32	17
608231389	32	14
1868783898	33	15
817874286	35	15
1359039784	39	16
1747273151	40	16
501297288	34	15
703739656	35	17
1697419289	33	15
1890960297	29	17
628524491	33	16
353344236	31	16
1815157418	30	16
1653842973	31	16
2081779446	36	16
526596674	38	16
2042071331	30	16
937318845	35	16
314758091	32	17
339397544	38	16
755780740	33	17
598017876	35	15
1877721081	39	16
384885078	36	15
523797108	29	16
1183925618	35	17
124043477	42	16
953414018	38	14
266904714	37	14
636896099	34	17
1107361220	36	17
2072566636	44	16
1245127488	37	15
828661470	34	15
742957275	30	16
456683624	37	16
428450974	39	17
1244254563	36	16
1160423280	34	17
2125870263	39	18
987731212	34	16
1788947771	33	16
331730851	31	16
655404982	33	17
1295307096	36	16
266026650	38	14
1182001656	37	18
1189894780	34	18
1203345495	41	16
1496759747	43	17
1529292324	38	16
1959126236	31	17
2094777623	32	16
1259529757	32	15
196527666	41	15
471091084	39	16
295971728	36	16
320571144	35	16
1424505102	38	16
562876442	39	16
957467243	40	16
384382674	36	14
487959431	34	14
55111083	38	16
1213044144	46	16
1230916706	34	16
511794707	31	16
1641495118	34	15
327687621	28	16
1672217987	32	16
1619881734	41	16
1315418834	29	16
1313682111	36	17
1951612585	36	17
1970823816	34	16
461505559	36	17
70155587	41	16
1005341825	39	17
1651400339	30	16
1273501083	35	16
354617924	32	17
1033209015	38	18
1085143671	47	18
301911900	32	16
145255125	32	17
1281671337	35	15
773002984	31	17
441226853	36	15
1602242481	38	15
50024438	43	17
1004103295	38	17
412226076	35	16
434407112	36	17
1492062726	46	17
467337159	38	17
1647451256	40	14
575495784	39	17
979131866	40	16
1141462727	36	18
903183406	44	16
503866206	39	16
613860813	42	16
71118592	39	16
1817548317	33	15
417989750	33	15
2041942408	28	16
131570228	45	17
488145338	38	15
899800585	39	17
1782970568	34	16
1761646421	38	15
1254418510	33	15
668695935	40	19
699306444	37	17
1556330410	42	17
813951060	37	17
1980977781	38	16
181849746	41	16
1255177913	34	16
1435736615	45	15
231874184	34	15
111797561	36	16
1847962691	39	14
666281296	38	18
1603860287	42	14
167816203	31	15
166248904	37	15
31872424	33	17
1146948069	44	16
1307711631	31	16
935055830	40	17
1650814275	30	16
1921572444	29	16
1006174422	40	17
1320878944	38	16
192078547	36	15
900633182	39	18
1452449173	45	17
680223885	33	16
1800433768	32	16
1087936093	44	17
294386658	35	16
907368630	41	15
1756632028	34	15
993693102	34	15
316215392	32	17
423099441	34	15
827187235	31	16
498065138	35	16
1678277354	34	17
115440202	40	17
729939322	38	18
1790074915	42	17
1963402894	36	16
1396220618	39	16
1246451555	42	15
2131219097	37	17
1562469522	37	16
1278323979	37	16
1130683518	32	17
722697506	34	17
65896161	40	17
634014146	32	16
496786302	33	16
1072070583	43	19
1954893090	34	17
688864849	38	16
1972703765	33	16
1259858615	32	15
1369088734	31	14
1625653885	39	16
200311060	38	16
1663475392	32	17
385538867	42	15
1956943089	26	15
509684846	38	15
701754259	35	17
232558882	36	16
1336872082	41	17
1199819397	38	16
1910836236	30	16
1452312284	46	16
1929758719	32	16
1553427504	40	16
1268231530	34	16
1178495689	41	19
652395411	41	16
1251966979	34	15
593481564	30	17
1930719390	29	15
235166850	35	15
1316179070	34	17
1996615551	40	17
869180996	47	17
1812965372	29	17
921202486	40	16
676590438	42	18
354346574	32	15
746422603	35	18
1936449054	32	17
1723435308	30	16
224592841	39	15
2136760114	33	16
1239427053	37	16
610131708	31	17
1946219555	34	17
1749111899	33	16
1311885968	42	16
31294789	31	16
938500333	36	16
364221717	33	15
1942131026	30	16
243328970	38	16
146496789	31	15
1348074882	35	16
1511560500	41	16
1324992478	38	15
2000470293	27	15
616043832	39	15
1918474042	25	16
1783706035	38	18
851210682	43	17
1087169464	41	17
1632837938	31	15
1720391678	31	16
752651189	27	17
406556776	34	16
249498468	42	16
1106997763	36	17
1152979379	40	18
38463874	37	16
682949423	36	16
1377572220	44	16
27740341	36	15
1922376476	28	15
1987703929	36	17
1973959896	36	16
1524004728	41	17
1152106249	39	16
2005254686	34	16
315021413	32	16
1516327966	41	17
1799902064	31	16
558350383	35	16
1662824755	28	16
1000493298	36	16
2069910884	38	16
840333586	37	17
853479943	44	17
538471068	40	16
611323980	41	17
489702330	36	15
1389681750	40	15
1698493445	30	15
2122540268	37	16
962589780	36	15
303660986	32	17
381613396	38	16
1212088248	38	15
1410658749	34	16
1534592775	40	17
1250552123	38	17
2093608172	33	17
764681348	36	17
1278292464	38	16
1868501001	35	15
604901629	33	16
1104768712	33	17
1245022081	37	15
1757007878	32	15
962539750	39	15
1560043494	43	17
1125852196	34	18
614958166	45	16
2118393878	33	16
641193304	38	17
1615451464	42	15
2040821114	31	17
1481526890	43	16
321447759	34	17
431808534	40	15
2092850870	31	17
811150089	36	18
1821490284	36	17
1643860667	42	16
786206709	33	18
636596416	31	15
1947521653	28	16
1167820105	41	18
1848684664	34	16
1210696754	42	15
554929233	35	15
951753139	33	17
1156821279	40	18
1319610581	40	16
82561955	41	16
877838632	38	17
1924512210	34	17
1187330668	36	17
2122860713	39	16
1534036440	38	17
2386770	33	15
1535420559	40	16
512404988	33	16
617344937	35	16
1506330789	46	16
1153598292	42	17
85312753	37	15
1399668255	43	15
487641534	36	15
406760513	32	15
1831476789	30	16
433008757	37	16
1217910602	45	17
1505483425	42	17
2076869424	34	15
2004117312	34	17
2142079841	35	16
1876907430	32	16
1024453769	37	16
1843280858	34	16
940120536	36	17
1579383002	41	16
647550349	36	16
2096941815	31	16
751509935	35	17
730112305	36	17
827296799	33	16
528538497	37	15
1917442973	29	16
802673864	32	18
2062574937	44	15
1919829743	32	15
190610776	37	15
427496278	38	16
389691032	41	16
1696941565	33	15
1581094570	39	15
475003786	36	18
949126173	41	16
2068736105	36	15
881764299	42	17
633119314	33	17
354261214	33	16
2099674901	39	15
2138602740	34	16
283646990	35	15
1956308565	22	16
2133198933	37	16
13070772	32	17
833278687	34	17
1828996143	33	16
953191309	38	16
265178041	45	16
329062845	34	16
902649476	42	17
1016687977	42	18
1059175150	42	17
1729946276	31	15
1545226474	34	16
829134475	36	16
385136492	36	16
1460317764	40	17
601480570	33	17
575747268	38	17
1887814042	36	15
991171603	34	16
125205186	41	16
1321424964	35	17
1466175389	43	16
1074331359	45	18
1242677421	38	17
200456040	38	16
1707450673	32	17
1596938635	45	16
152647293	38	16
1698569765	31	15
1880585626	34	16
2108955859	38	16
1684285051	28	15
1893656398	37	16
794750898	32	18
1365797546	36	15
699364059	33	17
1059928939	35	17
1694860391	32	16
1602013536	43	15
2076616916	32	15
606551893	32	14
1184476164	32	18
1474359743	42	16
1435686368	45	15
1569612656	32	17
787193859	33	17
2037166939	42	15
2145359925	24	16
527524253	31	16
880854894	37	17
123081463	41	17
1848949217	35	15
199546635	35	15
1197412822	33	15
944142991	32	16
400002675	37	16
757379847	32	17
393597978	38	15
552649968	33	14
308465965	32	16
126699956	41	16
514122179	34	16
1992751016	33	16
2020356355	38	17
1308873077	34	15
1211064914	38	16
572236766	37	16
221318369	38	16
758441658	30	18
26766654	38	16
150451637	36	17
1364993551	37	16
1211242818	39	16
1624811380	39	16
653196272	35	17
633371827	31	16
264521591	43	16
542879563	43	16
631248104	29	17
792045844	33	17
1423734457	39	17
754329567	37	17
493511414	38	16
1623281092	39	17
1951742389	34	17
1437654405	46	15
2023283767	37	17
561638588	35	16
1831252383	33	16
428450087	39	17
870104553	41	16
1957952340	29	17
942572267	35	16
715371921	33	16
1830825047	31	16
103961696	43	16
1926436836	29	16
255578165	40	15
325280065	29	16
537394846	40	15
282344820	32	15
475731703	36	16
1902388397	39	17
1493587638	41	17
2100543083	33	14
408101021	33	16
2126959465	35	17
217581027	39	15
950980584	35	17
610723921	38	16
1009626871	40	17
227231393	36	14
1365053488	35	17
1503138285	38	17
1850512485	36	15
1169312229	39	18
793309042	37	18
1726312604	32	15
1730950818	31	17
477077778	35	17
7279044	31	17
453571723	36	16
287546470	36	15
949851311	33	18
1168943645	44	18
2118371517	35	16
1053813007	36	16
947896833	40	17
226466034	40	14
1379093073	41	17
1485291679	44	16
508810854	41	16
1854824776	37	16
1240196428	39	17
2002398493	32	17
1807884211	36	16
1648297450	36	15
1981874310	34	16
2025465238	33	16
451794386	37	15
445114584	32	16
887608462	41	15
679025780	34	16
1810168072	35	16
243263099	35	16
382054617	35	15
831996654	33	17
1036572142	33	16
2108367222	33	16
415463824	31	16
1513649920	45	17
2115646266	33	15
869035547	45	17
1801196390	36	17
918013929	39	17
2037979192	31	16
1772084259	44	15
1971826936	32	15
838392377	35	16
1998550293	35	16
1203436361	39	16
176200408	41	16
359877500	35	15
910777489	43	17
1416396837	40	15
214792345	41	15
571178053	36	17
917210639	41	17
49183007	45	17
449159643	38	15
1369005025	33	15
494297591	39	17
1336768105	38	16
2048030805	34	16
156982016	39	16
1580031205	37	16
282601775	33	15
988978670	36	17
469119699	39	18
243485349	43	17
1404442494	41	16
1982769619	35	17
211647967	47	16
125994393	37	17
1636482361	38	16
1129661896	32	18
16489938	35	16
1261082972	33	15
954005184	39	17
854882315	41	17
1112149617	35	18
9957898	34	16
1031082724	34	17
1472027117	44	16
920735387	37	17
299995913	33	16
1686819462	32	16
1491913440	45	17
1217206552	43	16
1736002470	33	14
1941073084	32	16
438727929	33	17
82816413	42	17
1130357541	35	16
339275087	36	15
239798429	37	15
562905098	38	17
621876862	39	16
1228777099	48	16
1032024797	44	19
865362211	48	17
485735945	33	15
867310768	43	17
1077010178	40	19
611730339	43	17
356309481	30	15
59188426	41	16
628220277	29	16
1617392453	41	16
1013193610	35	16
1483102592	38	17
582058423	38	16
1023151508	34	17
366701668	38	16
2054085540	32	16
1943886896	32	16
666697581	39	17
1593421355	45	15
1288316688	35	17
1883904133	40	17
1181940177	41	18
1081906124	48	18
175148415	44	16
1264756590	37	16
64780018	40	16
514423502	34	16
1504555020	38	17
627685116	38	17
1136300364	42	18
585848471	35	16
1659709914	33	16
2001662575	35	17
1071584417	43	18
379537034	39	16
931189105	40	17
1683314756	31	15
735846516	42	17
990377531	34	16
164051385	36	17
205755321	45	15
2003571141	38	16
1647153977	34	15
787813744	31	18
879239002	45	17
2013855646	37	16
694415637	41	16
675642250	38	17
533069579	38	16
140353344	37	14
1963958938	27	17
269490065	34	14
1322293521	36	17
898381415	41	15
444638480	37	15
439566463	32	15
963161433	37	17
959061982	41	16
1944121483	33	17
1590846549	42	16
2095362346	35	16
382486307	35	15
1103072815	34	16
1949541273	37	17
1454070724	49	18
1482609850	43	17
733246730	34	16
989901832	37	15
70972718	37	16
1723624261	28	15
1153953217	44	17
276728039	39	17
1579711754	41	16
653623546	29	17
1064541784	35	18
311467108	31	16
519995544	36	17
1758957421	33	14
987109358	37	17
1053065124	38	17
1899310765	35	16
803584649	30	18
1322555189	35	16
1074120638	43	18
1701966064	33	14
1767193669	38	15
1513687101	44	17
517643849	36	18
578772003	38	16
1310324937	43	16
2108490398	33	16
526650701	37	16
1692811244	29	15
1064079566	33	18
328708326	38	16
999398320	37	17
399205768	41	15
1061955056	36	17
1989300152	33	16
470178486	40	17
638095669	35	15
995769721	35	17
746906525	35	18
70323775	43	17
1649393267	35	16
1811448309	35	17
381790884	38	16
21905164	37	16
1422922082	40	15
1368900242	34	15
1074970288	44	17
1174749199	42	19
25001243	38	15
250041829	44	16
101386189	41	17
1726967307	32	16
2017235498	34	16
1615073291	39	16
97127508	48	17
448523853	40	16
777914580	35	17
58134259	45	17
975174554	48	17
323242176	38	16
1122213825	35	17
1303882880	35	15
1322640496	34	16
1521419593	38	16
218354288	41	15
1164457000	37	19
1991598079	40	17
856449957	34	17
12743073	32	16
591020956	33	17
926773732	38	16
1662136340	31	16
254985618	36	16
1308564616	32	16
1684041504	30	15
1677907700	31	17
529981211	36	15
611528144	38	17
705173252	35	16
554982454	36	16
861569973	38	16
806559441	33	17
134466114	44	17
731321823	37	18
274149084	38	16
231593622	34	16
1179845676	40	19
1052063664	43	18
289727881	31	16
7536582	28	16
1375305840	37	15
1411941706	35	16
1311419462	41	15
550462688	33	17
785877651	33	18
1529773750	39	16
1714919688	30	17
629992082	33	18
238740059	39	15
1727662761	29	16
1221013039	38	16
1165513792	40	19
1242315454	42	17
1475998657	36	17
326594760	28	16
778873310	39	16
1006422709	40	18
856575971	35	17
1390401455	38	14
1711595961	33	16
1411558426	35	15
104487780	40	16
370671755	41	16
1546024540	36	17
835809604	35	18
644820839	40	16
1777618162	38	15
2015655280	35	17
1696884504	34	15
2067346044	36	15
2023191863	37	17
924706696	40	17
1331804102	39	17
1187127677	36	17
1475169385	37	17
2117681754	37	16
569417780	37	16
1042605425	37	18
600190188	38	16
808157839	36	18
622784539	41	15
1821203227	30	16
1973671631	34	16
1865099993	38	15
1149718236	42	16
152782744	38	16
496489655	35	17
8657298	29	17
1009358715	40	16
1886891110	32	16
1720253259	28	16
273433493	39	17
1991378891	38	17
2090925014	34	15
1819458033	35	17
679704847	34	17
588262206	33	16
1449592548	39	15
547876479	37	16
137663062	35	15
1369454944	33	15
423584694	29	15
1062369758	39	17
553775398	37	16
1610712372	38	16
390055495	42	17
523973504	31	16
32646504	34	17
1432660921	37	16
1124163693	35	17
840804343	37	17
2055445460	36	16
797883272	36	19
666992327	43	18
1773061805	41	14
1947601509	26	15
819775071	33	17
122067812	42	17
1956258807	29	18
1829133786	35	17
2008958923	39	17
1529028418	39	18
2102567280	35	15
1852854166	32	16
1472469785	43	17
1774541665	43	14
385075365	34	16
2060731991	36	15
1076650565	42	19
932951844	37	16
50911405	43	17
298621861	28	15
1356536539	35	16
1113281163	34	16
852397260	38	17
819765263	35	17
1503336659	38	17
1376370764	37	17
852411767	39	17
788513932	32	18
353050809	34	15
1693216110	31	16
696475744	41	16
1150934082	41	17
212724789	45	15
322053901	30	17
951051943	37	17
1032499860	43	18
444121713	42	15
759827102	30	16
714149999	36	15
305596988	29	16
141371872	40	16
669233631	36	18
10967506	29	17
1613841657	41	16
296291648	30	16
396042871	38	16
1527090000	39	17
1372942214	37	15
1328994716	32	16
1578001405	39	16
1671564075	31	15
538047607	36	16
543798921	37	16
376477687	39	16
1357812870	35	14
2047135580	30	16
1752848452	44	15
62740989	40	17
688165864	42	17
2105899261	32	15
1755957099	37	15
1384641608	40	16
1109349695	38	17
1968681889	29	17
1706695509	35	15
2060401638	36	16
853698101	45	18
3333574	36	17
672745092	39	18
1567848100	47	16
308930563	32	16
814116965	37	17
89598083	47	16
319898069	33	17
280474974	35	15
385889732	39	15
715940941	32	16
1807564975	33	17
1758831946	34	15
2044935657	26	16
1238082732	36	17
1282912373	37	15
435499616	34	17
1781881653	35	18
1659390061	33	15
1793312486	35	15
1681533585	30	17
1264754865	38	16
1856053475	31	16
222215801	37	15
1223170478	41	16
1464526926	43	17
1606857409	42	15
185036526	36	14
1285725167	40	17
1166069270	42	18
97954516	51	16
2139423269	33	18
1169402845	42	18
770699609	33	17
1559787721	44	17
1478333408	40	17
1584816574	35	15
1649385805	33	16
1798231477	34	17
1865291548	39	15
2035275537	36	16
366688770	37	16
1525372875	45	17
1646623835	34	15
264140779	41	16
615971960	40	15
782052560	34	16
699640395	34	16
250369965	42	16
293958973	33	16
345469233	36	16
1931903551	34	17
1558713838	41	17
54039060	44	16
6635704	33	17
634400669	36	16
1518565987	44	17
1613493114	41	16
819437195	35	15
656807506	34	16
632078736	31	17
917391711	39	17
648747127	34	16
1801481581	35	17
1688091320	30	15
61051201	42	16
1132331341	40	18
1125424246	35	18
1710437006	35	16
783079171	33	17
843232147	37	17
1598228895	40	16
1149767941	43	17
221121374	44	16
1097369082	35	16
1413908721	40	15
837093334	33	17
1879421642	39	17
2113549116	32	16
1087463300	43	18
25896968	38	15
311534702	28	16
871883203	43	17
1584610806	40	16
365573762	35	17
878518907	39	18
71527827	42	17
1884139749	36	16
344528373	37	15
890965022	38	16
393463608	38	15
976607110	43	16
1808356734	34	17
1042210735	40	17
630605043	32	18
1348964406	36	16
1103261936	40	17
1762936385	36	15
326905005	30	16
666215294	40	18
398531908	40	16
1170137152	37	16
116960541	43	17
1548299849	36	16
1391258526	45	16
1214329623	43	17
814724922	40	16
80868213	40	16
946267618	39	17
780790391	35	16
1168331513	40	18
972164586	41	17
1092325093	47	17
2040214716	30	16
409291744	33	16
1457898855	45	18
771249975	35	17
480819572	39	16
1194554957	31	16
1115778349	36	17
1371784594	38	14
1588018565	37	14
2092385459	27	16
1032657680	38	18
482745652	37	15
575506854	40	17
234138439	40	16
1586007589	37	16
190959591	39	15
561043444	37	16
104739235	40	17
589491499	35	17
1731180596	31	16
221699777	34	15
2137791349	30	17
974955474	43	17
1436029400	47	15
805032623	30	18
1055823687	44	18
234813370	37	15
1585823014	37	16
76671552	38	16
1206977956	44	17
530664459	31	16
2116886268	34	15
1616269701	38	16
1988563315	37	17
740652596	33	17
2097089273	35	16
1035634624	32	17
1856430945	32	15
1321390219	34	17
476169541	36	17
1801332756	36	17
206564252	42	16
958915193	41	16
229355962	36	15
440702691	34	16
397439134	40	16
420315554	33	15
1001746135	39	16
502178370	32	15
1009807053	35	16
585443083	35	16
723878147	35	18
1000114754	40	18
1560398557	42	16
12423899	29	16
1805147378	31	16
468738597	36	17
247237270	42	16
1243486744	38	17
545410149	41	16
1454215226	47	17
1774151204	43	16
514812770	30	16
923001279	37	16
1615230871	42	16
1255465366	35	17
872606904	41	17
503381847	41	17
964412663	36	16
46513476	45	17
979551388	41	17
618261771	35	16
253077728	40	15
1938466581	30	17
847617733	36	17
693780419	43	16
188422068	39	14
1267933287	32	16
1695526554	34	15
690600438	36	15
130256693	41	17
133485989	44	17
1414478585	35	16
1130371447	34	16
1693884546	32	16
1426902484	36	16
788035177	35	18
15139495	38	17
1674139754	35	15
2031521922	37	16
560549645	35	17
980871333	41	17
1658189478	35	15
1075362415	43	18
1903872612	39	17
1125936701	34	18
183344133	45	15
628995869	31	17
1629318548	45	17
1147756796	46	17
675509345	39	17
461386288	37	17
1766018567	41	16
928587073	37	17
252369221	41	16
466152652	34	18
1622367492	36	16
440791289	35	16
1734085940	35	16
1170410398	36	17
1131391727	36	18
1864342633	38	15
1303896387	33	15
398386664	38	16
847230432	32	16
850297285	36	17
1825289149	31	16
1635265610	37	16
865436781	44	17
1351945255	36	17
1519303884	38	17
1425986426	42	16
185332940	36	15
1030009714	36	18
353865193	31	15
2089205553	32	16
8462767	30	16
537209326	34	14
570717774	32	16
1637781315	36	15
1684966122	31	15
1246227119	40	15
2099167603	38	16
1303501041	32	15
27330544	37	17
204053176	44	15
1769653693	40	16
1649698036	33	15
644844466	37	16
1356255985	39	16
672624786	34	18
1776236193	36	16
1073114970	43	17
1976521173	34	15
27139210	37	17
1920345403	36	16
679334810	35	16
1852428359	34	15
1408127365	42	16
1544771591	32	17
1056889966	39	17
779947601	40	16
823274369	33	17
1242222907	41	16
1809957315	36	16
1177139562	43	18
1183944812	37	17
1818420082	38	17
1714348888	28	16
1754662586	39	15
1308717749	32	15
1251831362	36	15
853406057	42	17
1260401704	34	15
407848755	38	16
880736601	37	17
1464454880	44	17
30018801	36	16
382950989	33	15
2109299346	37	16
1386274786	40	15
1055575775	39	16
1738051892	33	15
311906109	29	15
884613300	39	17
1765191102	37	15
84767864	37	16
1563948110	35	16
1470135813	35	16
1492895229	42	18
961236054	38	16
379542131	37	16
125359182	41	15
1784510423	31	18
1621765038	41	16
1935316497	33	16
814166338	37	17
658226202	41	17
1606252931	39	15
381031578	40	15
265405140	44	16
767487032	33	16
1632862941	30	15
1118811197	34	17
2027888736	33	15
2040711696	28	17
1999547798	33	15
1344859968	36	16
2070730497	35	15
235015139	37	16
1306675667	34	15
1309521636	38	16
1290590914	35	16
897243911	39	17
1621427745	38	15
27720566	35	15
514951365	31	15
1706195609	32	16
1591668677	39	16
1985087178	34	17
1051607190	40	16
405421083	35	16
217145661	36	15
1176966372	42	18
42447858	39	17
1838910700	40	16
964799221	40	17
856614196	36	17
349653254	34	16
423568504	30	15
1237645775	38	17
615058395	41	16
1191055536	33	18
723025068	33	17
1733869592	37	16
1071460624	42	18
616253116	42	16
1585933743	37	15
268836944	41	15
539499966	40	16
1820948882	31	16
1575512611	43	16
1849021602	34	15
964056149	35	16
325272874	30	16
1322965699	37	16
991776715	34	16
840224239	37	16
881677660	40	17
435961744	34	17
677827769	38	18
1933284850	34	16
841382827	36	16
894973431	38	15
962767574	34	16
883830686	35	16
586400483	31	16
1927566795	28	16
1740444882	37	15
936053737	36	17
203651651	42	15
830607009	35	15
1551112132	38	17
1394707187	46	16
1553632077	40	16
1137498077	38	16
318684163	31	16
22401546	37	16
575948172	37	16
587521107	31	16
561901512	38	17
249413406	43	16
15550071	36	17
263439466	39	16
1213469555	43	17
340822945	39	14
1586405165	34	15
57762623	42	17
1181047185	45	19
320599177	38	16
493724367	36	15
1858874954	34	16
106400379	43	17
1335107195	30	14
606364737	32	15
1069167953	35	17
71454233	41	17
1192765220	33	17
849251100	36	17
1811899115	37	17
2128818958	36	16
1052902751	37	18
495022477	40	16
1532447442	42	17
300126290	34	17
2048654554	35	17
522461871	32	17
618810453	36	17
2071056100	37	16
1098410043	34	15
1206331560	42	16
485473964	32	17
1347823450	37	16
1221881631	43	16
748913430	37	17
413809357	31	15
1562704577	36	17
187834947	40	15
471571980	40	16
596268114	28	16
508434124	40	17
965296348	38	16
307659420	34	17
614834503	44	16
152919895	36	16
914024158	38	17
1684002456	31	15
224374128	37	14
2106789378	32	15
385769908	38	15
2036273243	34	16
2088124688	34	15
1438672659	42	16
383812072	39	16
1473088483	40	16
1738798949	34	15
284982979	36	16
1995550354	38	16
210125754	45	15
208555431	41	16
946476750	36	18
1416457315	41	15
694029396	39	16
146816552	35	17
490855298	34	15
1442942826	43	17
560625909	38	17
2053559875	30	15
1630777774	36	15
1032197890	40	18
502344341	36	15
2139211898	31	17
1997494238	38	16
810003762	33	17
606562754	34	14
2930485	28	15
1724027920	34	15
143081562	39	16
227304613	35	14
1683333650	28	15
528851471	36	15
116094208	39	16
1623974691	40	17
1967524130	28	16
499906281	39	16
949579526	40	18
1558839432	40	17
784889260	33	17
797646232	37	19
1768965186	46	16
993444691	37	15
1744122982	36	15
1037938853	40	18
1687474087	32	16
1890939534	31	17
1528794152	41	18
982933266	29	16
304081796	31	16
1434870379	39	15
466227392	33	18
1336279686	40	17
1937214721	32	17
457955642	44	17
1186290276	34	18
599734835	37	17
1064518396	35	18
1189220761	37	17
176279107	39	16
1207599959	42	15
1416525374	38	15
1859612757	36	15
1736451430	31	14
1532619582	41	17
1336103800	37	16
1556491912	40	17
2032525863	35	15
138199678	32	16
967847696	38	17
669931475	38	18
935845911	39	16
589329235	34	17
1663376167	33	17
532485245	35	16
1627268088	41	16
1203366606	39	16
275941132	36	16
1008578592	39	17
38816224	38	18
580022928	42	16
295965324	37	17
505043616	38	17
1916302614	31	16
85696397	39	16
962999259	37	16
955109242	42	17
685431232	45	15
2027517655	34	16
2144330003	31	16
861710339	37	16
1087633966	43	18
1413371729	42	14
573839448	33	16
676601748	42	18
798507663	37	18
1909943249	36	17
85610013	40	16
683549879	44	17
2048142927	35	16
1053457709	39	18
1353481354	34	17
836505190	36	17
1642786944	35	16
869373873	45	17
1368990436	36	15
1122571385	36	17
2072740480	44	16
1644931568	39	15
2131149977	37	17
2111556704	37	14
77470848	39	16
279631653	36	16
469116673	38	18
1993773462	40	16
365328050	36	16
1432115932	32	15
801399056	29	18
1050759282	44	18
1312149939	40	16
798245411	35	18
1912469621	29	16
252300258	40	16
64133492	42	17
338825422	35	15
928902006	35	17
862641155	44	17
101285023	44	17
1014512019	37	17
1546191034	37	17
1944302	34	16
2067969729	36	15
752188741	29	17
838449493	38	17
1563273025	45	17
1621562614	38	15
59956281	42	16
538360762	39	16
1546819446	35	16
1704887849	33	15
522027092	31	17
1510892503	40	16
1782358697	30	17
801658745	35	19
1980009176	43	16
1628648511	37	15
1166986796	41	18
1264641460	37	16
282563919	33	15
70262430	39	16
429307751	36	16
1080809330	38	18
1982732052	37	17
681608009	43	17
1144942822	42	16
174073826	40	17
1610510016	36	16
2007583977	30	16
275358849	41	17
477538387	37	17
1406291364	43	15
277303151	35	14
398024468	33	16
10996457	32	17
1115752644	37	17
1961297494	27	17
1632559071	36	16
1175708925	36	18
352174608	30	17
1031894870	45	19
733113126	36	16
874201700	43	17
395303725	37	15
367988175	35	15
1675860446	30	17
227829253	35	13
1996636686	36	17
695363594	39	16
1492470713	37	17
131716957	46	17
765626024	38	17
1921778464	31	16
1212526287	41	15
600874428	31	15
455902826	34	17
209985461	44	15
774948254	34	16
2066412842	39	15
70085791	39	16
1050307103	43	18
396467581	36	14
1476377155	32	16
1327610255	34	17
794492050	33	18
1487373612	43	17
295879251	37	17
608305896	32	14
972449035	36	17
1471588177	43	16
960480504	37	16
2004343905	34	16
57217655	47	17
1834682205	40	17
252163982	41	16
425205831	33	16
1363059003	33	15
