VALUE	ABB	AVL
920481493	40	17
1502429892	42	17
1427172099	41	16
44938557	40	17
611828742	39	17
338756146	35	15
314532509	31	17
205406806	43	16
221581924	35	16
1248957788	41	16
1333872422	39	17
972891263	44	17
1021055640	38	17
1967487218	29	17
2048365762	36	16
2091667346	32	17
1231741763	38	18
419904671	35	15
1207812565	44	17
215197635	38	14
750586886	31	17
248513445	40	16
41768564	39	17
1888708696	38	16
219683959	40	15
1732434028	30	16
283436071	34	15
1008427242	37	17
1849543332	34	15
1474566334	36	16
1649645722	33	15
622541178	39	16
829512579	35	16
929334173	37	17
667479735	38	17
1441341321	47	17
1268090319	37	15
982012245	34	17
1646748127	34	15
1489672243	39	16
83486385	40	16
833136901	38	16
315079858	33	17
1104542025	35	15
653140471	31	16
215961972	39	15
1048725724	38	19
1884882235	35	16
635866644	31	16
109054641	48	17
2100079870	35	15
1386453530	36	14
357568086	34	16
2141848434	34	17
1127678578	35	16
577252045	34	16
1726798814	27	15
1411114650	35	15
1585679287	37	16
1428858498	39	16
738197336	36	16
1087841361	43	16
2051399676	38	17
1567709915	44	15
2017175534	32	15
571395764	33	16
861567589	38	16
1137782205	36	17
1553408009	41	16
360832068	36	14
479970801	31	15
1636894394	34	15
1193968970	36	17
795050659	32	17
593952772	31	16
1847109441	41	15
1011012632	36	16
1642678496	34	16
1584508028	39	16
1646879276	33	14
1751733137	33	15
1537104250	46	16
885849158	37	16
2109301223	38	16
1531469036	39	17
2013527737	39	16
539069621	42	16
1110784202	37	17
1277158739	35	15
2124748908	37	16
392159053	37	15
2015356075	37	17
1065106622	36	18
296075081	39	17
1435582343	46	15
934798508	38	16
867470845	43	17
149666284	38	16
2072580714	43	16
273395206	38	16
510498352	40	17
405067867	34	15
1910289601	28	16
1704467322	30	16
1200118526	41	17
356758725	36	17
1404093116	43	16
63647510	43	16
1999437221	32	15
841117496	36	17
1710526786	35	16
1603686710	40	14
230738099	36	15
448892297	36	15
1565504285	34	16
1762207135	39	14
314936386	30	17
2104573906	35	15
725507690	36	18
1592095125	49	17
2081839167	38	16
1117666743	31	15
1459967552	40	17
999462141	35	16
1413741824	40	15
748066247	32	17
1934260649	34	17
133729022	43	17
897732531	40	16
1859357715	39	16
407124228	34	16
1408230884	44	16
116941934	43	17
169930181	41	15
965214558	36	15
1317060461	36	16
526688906	37	16
221824026	37	16
1380707971	47	16
378642479	35	14
1062941523	37	17
943751110	35	16
1982329189	34	17
1293679622	39	16
1392643407	41	15
1400349827	41	15
908403109	42	16
1707579793	33	16
1357440085	33	15
1633910799	33	15
1152191270	37	16
1291795604	33	17
604093894	35	16
464675174	29	17
143774097	43	15
2017835719	33	16
1212741422	45	17
2078034747	31	15
4081093	34	15
2110473953	35	15
1789908814	37	17
411205321	31	15
1371221189	35	15
1906850749	37	15
581135503	37	16
188952100	39	15
1076427562	41	18
1107824409	36	17
410776126	34	16
309651885	30	18
1486466889	39	17
1473717649	39	15
1253402995	37	15
1321312430	34	17
619913623	36	17
498562754	35	16
574178609	39	17
1528316733	41	18
58658899	47	17
1931618695	32	18
1014743884	38	17
1210850169	43	16
1075930651	43	17
1618837779	41	16
1675525344	28	16
1219704749	36	17
1489189850	41	17
740783118	37	18
1150255848	42	16
1493270943	41	18
703773423	38	17
792681014	37	17
1904476264	39	15
2074994613	36	16
552048115	32	17
338128119	36	15
116463065	42	17
1628475677	37	15
1445952529	43	16
527239191	35	16
1938127563	32	15
784935770	31	17
2000956841	31	15
1044046910	39	17
2106248200	32	14
473386816	37	18
1542609665	39	16
532943162	34	15
2001703549	34	17
1601268564	47	15
317078209	30	17
868963786	45	16
664635086	36	15
1393008860	40	15
340317917	37	16
192676782	40	15
465229961	30	16
1829507767	36	17
933459900	34	16
1615485809	41	15
1175295062	38	18
1637233323	38	15
260683176	37	15
932287678	36	18
1564744288	39	16
812731291	35	19
1270415798	36	16
1681207353	31	17
293723321	35	16
568884679	40	17
60962897	44	16
84367236	37	15
1353820449	30	17
2061919738	43	16
1128414146	35	17
1312585001	35	15
387822906	36	16
523540163	32	17
1845528163	35	16
242042808	37	15
2124808728	35	17
15122724	37	17
1111006594	35	18
641960166	40	17
1408131585	44	16
1451324511	41	16
834636948	37	18
1873361546	36	16
1133348630	39	19
1768096848	44	15
1341363708	35	16
161160044	39	17
1257846523	41	15
1602046884	42	15
1093447722	41	17
675107164	38	16
267294527	41	14
216379872	32	15
208830869	41	16
561017848	38	16
785264551	33	18
269793766	35	14
645385084	39	15
2139085000	31	17
184229856	40	16
1773799231	38	16
1304186354	34	14
572052763	32	16
149855746	31	17
1002230869	43	16
814095571	37	17
127180826	41	16
1017353594	36	17
1925102165	34	17
769140992	32	17
278001531	38	16
1228943028	48	15
1603777940	39	14
3879429	34	15
214808010	41	15
1224391140	49	17
1345243137	36	17
375968054	43	16
334754016	34	17
799806373	32	18
1469415776	37	17
1009861180	37	16
1067100901	41	18
1685795649	34	16
1218692049	43	16
1628118749	39	15
323576552	36	16
1488485816	43	16
126020186	37	17
315177905	34	17
1672715672	36	16
1899819417	34	16
1619364259	42	16
97284787	45	17
2049675163	33	16
474111480	36	18
911380358	42	16
29372342	35	16
1491465074	42	17
688998875	40	16
798513334	35	18
1769466605	44	16
1917941903	29	16
254807627	41	16
1773346035	39	16
2132749913	33	17
1479198767	43	16
971105524	36	17
361234319	38	15
1813952783	31	18
1770911898	46	16
1830650096	32	16
676330315	43	18
690529151	39	15
1368962097	34	15
1895022365	33	17
171164252	39	16
1692538649	32	15
1236024533	41	17
297184438	33	16
2007716554	30	16
761256557	32	16
49520207	44	18
1479597165	45	17
858541345	33	16
2099195371	39	16
1953708646	34	17
1769921703	45	14
2128567713	33	16
1297690072	34	17
311436931	30	16
779597399	40	17
919673030	37	17
81895186	43	17
1034405026	39	17
545535417	41	16
67161452	41	17
366120146	36	16
1516640941	39	16
428395771	39	17
32589281	35	17
1140069191	34	18
111562219	36	15
708919597	35	18
1830598342	34	16
1480524316	40	17
456458314	36	16
2001762595	35	17
1025579318	36	17
1692482847	36	16
151463385	38	15
885812224	36	16
306255756	33	16
200983593	34	16
217925742	34	15
1164797101	39	19
152695316	41	16
24150740	38	16
787235157	33	18
133779381	45	17
1321840812	37	16
1098672088	35	16
913376780	39	17
94030194	45	15
1180567274	42	19
1947781807	33	17
639565611	35	16
1247728726	41	16
166418305	37	15
8722905	28	17
1676124498	36	17
199007586	37	16
1148792096	39	16
1787686717	35	16
907927183	46	16
831906791	34	17
1120727386	35	18
1364385497	36	17
686185738	44	16
2146306704	29	15
909384696	36	17
837649123	35	17
884635280	41	17
1215640453	42	17
1038632716	39	17
1102561022	34	17
232953906	34	15
1191328032	33	17
1126711762	37	18
1020189063	38	18
1325107413	42	15
301068927	29	16
2118861151	37	16
91000546	46	16
395099121	36	14
1151944778	37	16
2038782353	29	16
1034664733	35	18
252189856	42	16
57717010	43	17
1043387638	37	17
1928314354	31	17
256724596	40	15
44696086	38	17
1568517424	43	16
1164651780	40	19
876602877	43	17
541761162	40	15
381553629	36	16
1562788615	36	16
540584218	39	16
1290938326	34	16
252954091	40	15
1425219498	44	15
359095131	32	15
1291586807	32	17
380296873	37	15
592049037	31	17
335431192	33	17
1507008635	43	17
1612238101	41	15
1660538605	31	16
1808077562	36	17
1583615604	38	16
1751539151	37	15
55693036	45	17
588076734	31	18
1642837856	36	16
1090357769	40	17
840266591	38	17
1700554866	36	15
2133745407	33	16
621097297	37	16
1957279463	28	16
30957845	31	16
42131073	39	16
974447595	46	17
907560723	46	16
583892235	38	17
1356001224	38	15
322865690	35	16
1124476453	32	18
499455902	36	16
575819781	37	17
402212304	40	17
858551033	33	16
1867406589	36	14
782509177	31	16
1450600071	37	17
55354133	45	17
142034164	42	16
915354524	34	17
1715892738	31	16
1950111727	36	17
351486480	34	16
1319948242	39	17
2005804763	35	16
939563215	35	16
815302450	37	17
948678884	42	18
1779829806	37	16
368373669	37	16
934940643	40	16
253443455	40	16
178169484	39	15
965898488	35	16
295574529	38	16
1152617079	39	18
1873459211	36	16
879466764	44	17
361134655	38	15
48841254	46	17
2003943218	36	17
860590558	28	16
624661035	32	17
258671874	43	16
1719141591	35	16
344583976	37	16
1041181051	39	17
1022258014	38	16
399938109	35	16
1183215215	42	18
1937612538	33	17
2115830848	38	16
985843294	40	16
141615371	36	15
1288295442	35	17
844164409	32	16
1081178586	42	18
2103597892	34	15
1792843293	37	16
713524744	34	16
324487913	33	17
580300288	33	16
966968199	36	18
502657397	43	17
1546198777	37	17
1262542728	35	15
1655274476	28	16
1272174340	37	16
2142009493	32	17
2016409132	34	16
1321015594	37	16
1998469063	37	17
729516042	39	18
1945676630	35	16
109657289	44	16
301173985	30	16
142776958	40	17
1150838340	42	17
1323432000	38	15
542715068	42	16
186569907	38	14
1113560890	30	17
511062268	38	16
1172413202	35	17
1255176261	35	16
1799357710	37	16
2016577611	33	16
188871199	39	15
1755471954	37	15
1661937257	33	17
902395943	40	17
2079959868	34	14
94753897	43	15
1869364143	36	15
435133617	38	17
1640952674	37	15
984423223	36	15
2090408094	33	16
765643367	37	17
978949068	41	16
1959333578	25	15
2086658961	28	15
829934483	32	16
541365972	40	15
1884851943	31	16
939591772	35	16
842539957	36	17
2027628902	34	16
2090430112	34	16
18488309	36	16
422860322	32	16
129516372	43	17
1132049200	40	17
933922590	36	17
1301929574	39	16
239741813	39	15
585796652	32	16
1171023537	37	17
428613013	38	16
193784958	37	15
685477146	43	15
1331008956	34	16
126261178	37	15
780231044	36	17
1052889451	38	18
561394796	41	16
273700070	33	16
2037312675	44	16
504319242	39	15
1039343437	42	18
868778095	46	17
316169172	34	17
978518751	39	17
1698712579	35	15
857535144	32	16
715887046	33	16
490820703	33	15
1700075101	33	16
596032300	31	17
433767168	39	17
1718563411	34	15
1018892622	37	16
563283540	37	15
703128963	36	17
1952815212	29	16
1865213114	38	15
942870776	32	15
391128216	37	16
888753003	36	16
1371483789	36	15
584913175	35	17
1574230150	43	15
555009098	35	16
711174353	34	18
206977546	45	14
1607898549	35	15
1272569149	32	15
480677616	34	16
1497727576	43	18
1776888391	38	17
1520021054	40	17
219022024	41	15
2093057563	32	17
351056157	33	16
1917734603	30	16
803109059	33	18
1066943203	41	17
261071658	43	15
355700513	32	16
1662975504	27	15
694838826	41	15
2074263924	36	15
534384478	34	17
1258122366	39	15
629909239	31	18
339716043	39	16
975851832	43	16
1572780015	34	17
730844259	37	18
1864604836	39	16
796780157	32	18
1315757434	35	17
1291351338	34	17
1351789255	29	15
2026931788	29	16
1498328884	38	18
812204156	36	19
1152017289	41	16
1979006500	32	15
162448085	38	17
781422033	36	17
1351543906	30	16
381470109	40	15
726995948	39	18
1702600063	34	15
151721064	37	17
1530105008	38	16
622059619	38	16
412792722	26	16
1885805521	31	16
137551475	35	15
1107631549	34	16
1812585797	29	17
671935953	38	18
218270267	43	15
295011388	32	16
1011651996	38	17
1194122100	38	17
1867791403	37	14
1742496256	39	15
911243288	39	16
517087912	36	16
910770042	44	17
55110978	41	16
1868877167	35	15
790218182	34	17
1553439862	41	16
533597676	37	15
1942235472	31	17
1384962714	45	17
696045761	37	15
576173857	37	15
589022973	29	17
1077515870	44	18
1303169805	39	17
144139388	41	16
1229236934	48	15
685791165	40	15
766199007	31	17
1642029656	37	16
424113038	30	15
903750482	40	15
602177557	36	16
89215187	47	15
1575686436	43	17
820447825	34	18
384226575	38	15
439854784	33	16
2014569925	37	15
104534331	40	16
34867392	29	16
778329565	35	16
621622243	39	17
945637435	37	17
833440543	34	17
343015763	41	16
1735855617	34	14
239396757	37	15
876613439	39	17
1530607441	40	17
1624359471	42	17
1572659200	35	17
2106781298	35	15
65898796	38	17
502691422	42	17
1262467456	33	16
210038185	43	14
1731928356	29	15
1948258621	33	17
976237192	43	15
1226474364	47	16
224888012	38	15
1879987675	36	17
1828651922	34	16
314103199	34	17
1308190463	30	15
501616099	31	15
698329775	34	16
1748045247	34	16
368702376	40	17
802864106	34	18
1782912640	35	16
1147031941	43	17
1424486349	39	16
581066427	37	16
1980472484	38	15
1767502112	40	15
169438396	39	16
72385593	45	17
496631903	35	16
1700045838	34	16
1696745064	32	16
2069291103	35	16
1659343488	27	16
1762643861	40	15
424498877	32	15
774327296	30	16
1972682046	33	16
8943585	28	15
575102270	39	16
801435590	30	18
1235417950	43	16
799990282	34	18
533939617	42	16
916586224	37	16
1114093481	34	18
1842130080	32	16
1418202323	38	15
1812423256	28	16
1442691680	44	16
1786904699	36	17
467803714	35	18
1078120672	42	16
786452992	33	18
1892290064	35	17
1659187099	33	16
619441828	32	16
1512308528	45	17
1828625495	34	16
691827421	39	17
2008940432	39	17
1381187685	45	16
241088837	40	15
1930747887	27	15
893047526	38	17
2003732698	40	16
207763117	41	16
1667374822	34	16
1828931096	33	16
216706702	35	15
94993444	45	16
482883039	35	14
1452124652	46	16
894983726	38	15
1016822656	38	18
221227228	45	16
2009077208	39	17
711469089	35	18
1639429551	38	14
1674016816	33	15
6677121	32	17
1278850602	36	16
2141820531	34	17
1084797793	44	18
2065303594	40	15
1886626947	34	16
596501244	29	17
537261774	35	14
1251451827	36	15
277643091	37	16
1229089195	46	15
1112908611	34	16
1658830777	33	16
1470178033	35	16
896172851	37	16
404394655	36	15
1326427083	37	17
1103935968	37	15
2071769477	35	15
1007874532	36	17
1320642670	39	16
19279274	34	16
1490757571	40	18
625283675	36	16
914263000	41	16
360096579	35	15
846510903	33	16
775856560	34	17
1071565668	43	18
338456807	36	15
302389729	33	16
1078242789	40	16
1617307409	41	16
296726612	30	17
15556934	37	17
1535127356	42	17
35869911	35	18
612058178	41	17
2072389130	42	15
1287321738	37	17
889701270	37	16
1153994678	43	17
252746702	41	15
401048399	37	16
476689063	34	17
1148919553	42	16
805443054	32	17
1803116146	30	16
105371873	40	16
729728883	39	18
663507030	42	16
1426014543	41	16
749008157	37	17
6780953	32	17
2051298218	42	17
1663271158	33	17
366877533	33	15
750325474	31	17
291644070	32	16
1438443201	44	16
1088782281	41	17
594033799	32	17
369202343	40	15
558606042	35	16
890760411	39	17
384759277	38	15
2093733398	29	17
926630322	36	17
996817456	35	17
2018638881	37	17
66468413	42	16
1886518726	35	16
1025149911	31	17
319215115	36	16
140083477	40	15
1501838974	39	16
1468134668	42	18
945526531	38	17
1157471472	39	18
1573506541	41	15
1675255414	33	16
1820978503	26	15
852037436	36	17
276779924	38	16
1827759456	30	17
755852007	33	16
1940051082	30	16
47153341	44	16
1506177481	46	16
84211504	35	15
1485596543	36	16
447476114	40	16
678245304	34	16
1854798886	37	16
1006082156	41	17
1569005715	42	16
92074515	46	15
952331907	34	16
348152390	38	16
1088891971	43	17
823487140	32	17
414620803	33	16
827927049	35	16
1848637051	32	16
733835918	45	17
968010526	38	17
1202992377	38	15
54486938	40	16
1913537057	29	16
212980201	42	15
1627993479	41	16
1441308824	46	17
2033958704	39	17
332547267	35	17
1718088748	32	17
1714234513	28	16
1088399274	41	17
1510656182	42	17
1761387854	38	16
447093107	35	16
1594867686	38	15
1099500749	33	16
894569221	35	16
125629342	37	17
806815987	35	17
1900651378	39	16
1694635058	35	16
898890503	38	15
705499637	33	15
2042787448	31	16
1987782474	37	17
1528986777	39	18
309924603	30	16
668225876	37	17
1230140180	39	15
1043760521	36	16
1636236402	37	15
285648909	31	15
1098247459	33	15
1402289812	39	14
498629110	31	16
578757290	38	16
696114988	36	15
385104167	35	16
911304557	40	16
266720088	40	15
2099338680	38	16
1999703832	33	15
1777376270	35	15
1713242886	30	16
299313291	32	16
1224760308	49	16
665259988	34	15
1193882513	36	18
1350389651	37	16
1472075975	43	16
947050243	40	16
897541061	38	16
223482830	37	15
1652549880	30	15
792844861	35	18
63781657	45	16
1034053009	38	18
1102769464	38	17
732007533	39	18
116709541	45	17
2146529985	30	16
220760287	41	15
402358450	37	16
1097293796	35	16
1623050099	38	17
900987560	42	17
1676051086	35	17
171681439	43	15
1286091727	39	17
439871995	35	16
438401527	38	16
1237946759	41	18
292092179	33	17
68294149	43	17
803705998	32	18
591405471	36	17
1293054458	38	17
1468965986	42	17
1785287984	33	16
495960461	36	16
793558313	35	17
584854579	37	17
1393501522	43	15
1017041144	38	17
89920811	47	16
38862735	37	18
1080822801	40	18
1123973820	37	17
1141632199	37	18
1812830334	31	17
1240683361	38	16
1140678536	34	17
2033590621	32	15
1643041811	40	16
90488684	44	14
1509157073	40	18
396545723	39	15
1766539770	39	15
1680838512	30	16
1682637451	30	15
58928117	43	17
2119240040	36	17
773100562	34	17
351020297	33	16
40050541	36	16
1576806560	45	16
942425768	35	16
1333104999	35	15
898288898	39	15
580230104	32	16
1829065460	33	17
1691847212	32	16
1165084683	39	19
1075083334	47	17
561404708	40	16
1255005494	33	16
1113946069	37	18
1642227509	35	15
231495666	33	16
108094620	41	16
1307574195	31	16
1472179027	43	16
1248773156	43	16
1193681168	37	17
967737190	41	17
1339261840	39	16
555354593	40	16
1364282913	34	15
958317962	41	15
88709458	47	15
899436716	37	17
1017246080	37	16
60465850	43	15
1672537279	32	15
1368266377	29	15
100516391	40	16
1101860191	29	16
163208497	38	17
1433621391	35	15
2000149090	30	15
743438601	36	17
1115203203	38	17
1544512654	34	16
1908523284	30	16
42802890	37	16
2105917362	31	15
1016045130	35	17
1156748959	39	18
1600661223	43	15
1247540796	39	16
1264843580	33	16
760751770	35	18
572236175	39	16
366133088	35	16
1954432938	32	17
1539973365	37	16
1705394929	32	16
362303884	37	16
756772630	33	17
516229243	38	17
451013342	36	16
1656209347	31	17
1533475323	40	17
511479192	35	15
1181262978	43	19
754258052	37	16
611995583	39	17
135639521	36	15
917466549	36	16
2045616974	33	17
2135788611	33	17
1660905150	31	15
1013336530	37	16
1532817617	41	16
1421944786	36	17
1056139420	41	18
1491251331	45	17
290506268	32	16
65404731	42	17
944428906	34	15
1538047064	36	16
1330248311	33	17
1705180676	33	15
2110283239	34	14
1696381400	30	16
1512129967	45	17
1502772956	40	17
1254292681	36	15
1874433851	31	15
112061939	35	16
1770521924	44	16
177963545	41	16
1768271286	43	16
1156513600	39	16
689442737	34	16
802050616	32	18
1910771652	32	16
1301438320	37	16
937690137	35	17
680754554	43	15
1199571647	34	16
925995101	38	17
194176056	42	15
65424529	41	17
311329070	31	17
1616120843	40	16
1121563949	35	17
1802580402	30	16
1906627111	38	16
1186968680	31	17
599525660	34	15
1297190528	35	16
369733344	38	16
157222689	40	16
1259990119	33	15
2066114744	35	14
1669352656	34	17
615279428	41	16
1172923777	35	18
1396302859	41	16
727341367	38	18
795962053	32	17
1574266404	43	15
348129005	37	16
1952475653	31	16
116225493	40	17
1150179621	41	16
1715763658	29	16
1417663813	39	16
2087869758	32	15
249034564	44	16
469751812	36	16
866381211	40	17
443210620	32	14
535176341	33	15
1177710282	42	19
2059331463	36	16
1656740290	34	16
832807036	37	16
1818474927	36	16
696225323	37	15
1432332696	31	15
968181807	35	16
1065958667	36	18
1589555385	40	15
80688278	38	15
984589763	38	16
1111424393	37	16
695967706	35	16
10029892	32	16
360243604	38	16
1423309073	40	16
805991945	32	16
1934510008	30	17
1771438078	42	15
610983951	38	16
2050735501	37	16
774134051	32	17
179263961	40	15
1320915667	36	16
714520162	32	16
428298525	39	17
1790667479	38	16
1580901373	39	15
871509145	40	17
178360173	41	16
611128007	40	17
783356961	32	16
1835100463	34	16
1443935043	44	16
454348240	33	18
383842138	41	16
728784092	36	18
1422530047	44	16
1449800805	42	16
170855829	38	15
1503218325	36	17
286906920	32	16
1282280223	39	16
51702384	39	17
296936812	34	16
1642523827	33	15
1475011457	37	17
1102928758	36	16
1429550188	40	16
1098965888	38	16
1713912709	29	15
1332802041	34	17
1873099939	36	15
1893176670	33	16
506234060	38	17
440136453	36	16
173991547	40	16
149417892	36	16
2021037827	36	17
1045500692	38	16
327778065	29	16
484682186	35	15
1828857653	32	16
15394880	34	16
1928617230	30	17
135722245	36	16
399237019	40	15
509917674	36	15
1558252292	39	16
1849037824	34	15
680773503	41	15
913986970	37	17
2135944745	32	16
1963053726	33	16
965689354	38	17
285397909	35	16
1458093906	45	18
293217163	35	16
1388326667	39	16
740160446	34	17
1392183051	46	14
954755728	39	17
2072962487	37	14
1117799343	30	15
700448750	38	17
431712900	36	17
1557935796	43	17
874440297	41	16
581130792	38	16
1431489975	33	16
1919940990	34	16
908908857	42	16
1916172162	29	15
1601314995	45	15
924303737	38	16
1697305744	32	15
1737037241	35	15
1323540756	38	16
59739770	43	16
1147805885	47	17
1025094933	33	16
740513273	33	18
2061792855	44	16
1013556030	34	17
556083352	33	17
879998561	40	17
1298953939	42	15
2014177258	34	16
1173215725	38	18
539796959	42	17
606854056	35	15
417915128	33	15
1494552687	38	18
532332895	36	16
1535714471	43	17
47517790	46	17
964045795	37	16
946166620	41	17
921958087	38	17
1545176587	36	16
230172947	39	15
694415429	40	16
306601796	34	17
2146345109	30	16
148246777	35	17
1230905534	35	16
1696167205	31	14
1885284018	30	16
406962642	34	16
1755906975	38	15
885606255	36	16
1432057575	33	16
348936601	40	17
799915463	34	17
298129957	32	16
905019953	42	17
1679914024	31	17
1597083897	43	15
771713563	34	17
705646101	32	16
2136880856	34	16
1378567619	43	16
1123561230	32	17
1483949895	43	17
1910900514	33	17
511792053	32	16
1531467685	39	17
727462662	39	18
1457958673	47	18
305942125	34	16
125155601	40	15
1688131621	28	15
1000357554	36	17
431757398	36	17
1686993082	33	16
1148604331	39	16
1662662932	35	17
1235676640	41	16
886404701	38	16
2069625574	36	16
844099967	31	16
1772010957	43	16
1354199502	36	16
1193036568	32	17
424442772	34	16
1652329459	32	16
2098056521	34	16
2104356796	32	14
1101929708	28	16
722286436	27	17
662519250	40	17
1091326916	46	17
2100854055	36	14
1786080480	34	15
427793164	36	16
1864270922	38	16
150388885	37	17
1959260849	26	15
444249936	40	15
1608347559	38	16
117719326	43	17
569405537	38	16
1148995532	41	16
1118076881	33	16
1001162935	37	16
688504966	40	18
119197564	46	18
516342219	40	17
1924181606	32	16
1005602266	38	17
438484146	35	16
620797926	37	16
630129575	32	18
1792683648	43	17
1813834494	32	17
1054572347	38	17
1297529459	35	17
1764407368	38	15
1011445495	37	17
251975520	42	17
339210156	37	15
1673964745	34	15
1343302436	37	16
292580564	30	15
1312561577	35	16
1771095600	44	16
9367838	30	16
1462950463	44	15
1582872802	37	17
453617774	36	16
923814374	39	16
1700592128	35	15
1023023311	33	16
2072809906	42	16
671185361	38	17
2024186247	39	18
613831224	44	16
790382926	34	17
393044818	38	15
390529183	35	16
1795985192	37	17
831528964	38	16
1011327109	39	17
278631119	31	15
476728964	33	17
677677955	38	18
1333203466	37	15
1774258424	43	16
294601675	33	16
197165313	39	15
2026233944	35	16
633811832	33	17
1871130059	41	14
1222052732	41	16
926392396	41	17
1036207988	31	17
845664685	32	17
935760234	38	16
351674803	31	16
281053839	33	16
1389378008	42	17
1275489177	36	16
1981645967	37	17
264917671	47	16
1200815435	38	17
505347681	35	16
141620270	36	15
1814646660	30	18
1295730607	36	17
534665089	36	17
57692195	44	17
944232151	35	17
1366194053	34	15
1069019304	38	17
1222863270	41	16
1842923018	32	15
1746697259	35	16
408583088	34	15
1469697794	34	16
2041298935	33	17
605748401	36	16
1348448090	37	16
527627119	34	15
329394812	34	16
423017174	32	16
1454019515	46	18
1365602801	33	15
1268681859	35	15
242296101	34	16
1717277604	28	16
1549735698	40	17
1631674109	38	16
845283134	35	17
1383898018	46	16
1896591780	33	16
2046098569	33	16
1889245699	35	15
2038212051	30	17
1713261581	30	16
1037492658	39	17
425393492	39	15
1770953776	43	16
1981724809	37	17
1791587545	46	17
692489432	41	17
1057104431	42	18
1487026915	39	16
291703044	32	16
1465687519	43	14
809241061	30	17
185518331	35	15
2071435920	37	16
10205503	32	17
713145450	37	15
253347085	39	16
433222678	36	16
19681317	35	15
1618949886	39	16
1701904537	31	14
261977418	35	14
1188743842	35	18
1104156588	37	16
1893651527	38	16
2034026976	38	17
340570958	35	14
1642759659	32	16
1932641898	36	16
82333009	38	16
1533488062	39	17
1498419831	35	16
1119825667	33	17
1958881554	28	16
1121889960	36	18
954066828	42	17
1602985452	43	16
1814379392	32	17
2011171259	36	16
942528719	34	16
2106082436	31	15
1329375130	32	16
1751769781	35	15
144117119	39	16
1253327402	34	15
1761975284	38	15
857262569	30	17
1506674487	45	18
47714314	42	17
876943886	41	17
978140725	38	16
1749618852	32	15
1138921304	37	17
19400920	33	16
706291792	34	17
885089183	39	16
2053427896	29	16
1046862750	37	18
380365195	38	15
1838586146	36	17
1129195759	32	17
1913853257	32	16
1189522330	37	18
101537778	45	18
1725251164	31	15
163928642	35	17
1055604606	41	16
1180752968	43	19
1978308034	39	16
919292217	38	17
2123281687	41	16
1936906823	31	17
101183699	45	17
1727567820	30	15
2081023942	32	16
1354511101	35	16
1342059457	43	16
790802864	36	18
713701941	39	17
1389773771	43	16
1667746750	36	16
1691842666	31	16
991908975	33	15
659184407	31	16
1711243586	34	15
1698200767	32	16
1544273590	35	17
1617187835	39	15
597579869	33	15
1924638785	32	17
1308290333	34	16
1726775628	27	15
1691008395	30	16
350329015	33	16
1828313406	34	15
1268775911	34	15
514257657	33	16
736434364	43	17
302045231	31	16
345082044	38	15
1655726581	28	15
277843270	36	15
134505219	42	17
1756910280	34	14
2005411091	32	17
68045513	42	16
963937734	39	17
1199986900	40	16
858848377	31	17
1677639675	33	17
442277023	36	16
379111480	36	14
1221998693	41	16
1434185999	37	15
1038295887	35	16
785758632	32	18
984903118	39	15
435085829	38	17
255462819	41	15
1582482988	35	15
212240967	41	15
1563753152	38	17
1161774968	36	18
1903249362	38	16
1914082168	26	16
842604727	37	17
1024541625	38	16
280856177	34	15
1579039091	38	15
1326586856	35	17
625938221	35	17
1087282025	44	18
1604430126	44	14
760443440	30	17
696708657	39	15
1462357569	43	16
828488954	33	15
1660646391	28	16
514860821	30	15
1687337331	29	16
1190802418	32	18
957137845	41	16
2066448811	39	15
265317464	44	16
243840196	40	16
957261050	39	16
1051076096	40	17
1228743314	49	16
1392346880	47	15
1306538915	34	16
663742654	40	16
1604587847	39	14
722808419	31	17
1825517623	34	16
1360353561	35	15
489406939	33	15
520638702	32	18
237411538	41	16
770263117	33	17
2099677793	40	15
1563998394	34	16
1396201338	39	16
1039476170	44	18
1020944872	38	17
9161131	30	15
1736184828	31	13
335818794	30	15
837650085	33	17
1249347571	40	17
850679615	38	17
377503768	40	16
292666342	31	16
1807817460	35	17
296468932	31	16
557983806	39	16
2051657656	38	16
1253729982	39	16
1609059902	40	16
1132917323	43	18
498593214	36	16
768115169	33	17
1796659977	36	16
2103181061	34	15
1490923588	43	18
1474693952	40	17
1316050974	35	17
1980330528	39	15
1995332654	35	16
1553462512	40	16
603109997	33	17
1947526800	30	16
969977258	37	17
1999311335	35	16
839519322	36	16
1990922131	39	16
2008472466	33	17
428220502	40	17
179257277	40	15
698638903	37	16
1677568074	32	17
1029936892	38	18
1076142672	44	18
1970234416	33	16
690270705	37	17
1372611604	37	15
380734574	39	17
594444713	31	17
478857938	36	16
1989794476	32	16
1727362036	30	16
977451153	41	16
610425997	31	17
1376538366	36	16
933148566	32	17
2101349585	39	16
703748670	36	17
101715893	44	18
1934196465	35	17
551597677	35	16
1655178405	29	16
389822814	40	16
351640829	31	16
477672016	36	17
241650502	38	15
1191160151	32	18
321110499	39	17
102639320	46	16
1619380654	42	16
500367776	34	16
801278224	30	18
1149465080	45	16
1530304668	39	17
1877420896	36	15
972215848	38	17
73091725	42	18
1102548852	35	17
1352950422	35	16
667536439	38	17
1581406790	40	15
1195261250	34	17
247414827	41	15
411374295	30	15
1805687247	30	17
1623953193	41	17
1344522862	35	15
1759553184	33	15
180218216	41	17
1446238755	46	17
1546266002	37	17
731815893	37	18
953933512	42	17
1936088816	30	16
1083456722	45	17
